74872	产生	91652
86222	用工属性	53958
80051	用工属性	53958
76702	机器属性	53937
66210	具有	102323
86921	所有权	68286
73896	机器属性	53970
80752	所有权	66756
76493	位置	70233
82212	机器属性	53942
80713	所有权	60190
61369	具有	96916
86690	机器属性	54104
89634	对应	93461
81871	所有权	62396
91047	属于	54360
73239	位置	73240
63611	具有	99513
81716	机器属性	53937
53611	创建	91794
74222	用工属性	53944
77631	所有权	65069
65019	客户属性	53723
76101	机器属性	53937
75541	机器属性	53970
74000	位置	70092
54287	位置	54288
74397	所有权	62217
91598	处理	91601
54128	所有权	61097
80441	用工属性	53947
93034	处理	89699
76252	所有权	68950
70744	所有权	61142
83887	位置	70437
93851	指派	53480
61503	客户属性	53723
60920	客户属性	53795
68334	具有	106308
84760	所有权	65321
73364	位置	54191
80818	机器属性	53937
72873	机器属性	53937
85048	机器属性	72311
94212	指派	53466
85755	机器属性	53937
82753	机器属性	54104
83836	位置	54059
84547	位置	84519
54108	位置	54109
85629	位置	85630
85699	所有权	65055
64199	客户属性	53721
87101	机器属性	53937
81869	机器属性	53937
75251	位置	75252
92313	处理	92316
91284	包含	114495
85812	所有权	60749
85932	所有权	59645
65838	客户属性	53723
77632	用工属性	53952
84478	用工属性	53958
81988	位置	81989
79146	机器属性	53951
68020	客户属性	59566
81969	用工属性	53932
72762	所有权	62435
84073	所有权	66610
78457	所有权	62099
92576	包含	114647
86557	用工属性	53932
86827	机器属性	53937
62821	具有	97500
70239	机器属性	53951
95136	包含	115627
86808	用工属性	53943
76885	位置	70192
85520	用工属性	53947
77848	位置	77861
75585	机器属性	53731
84665	用工属性	53955
78162	用工属性	53944
75134	用工属性	53944
74040	机器属性	53915
88435	包含	113317
84923	位置	70233
83954	机器属性	53920
79578	位置	79579
74425	机器属性	54060
1038	用工属性	53932
82375	位置	82376
79926	用工属性	53943
75040	机器属性	53935
61251	客户属性	53723
84431	位置	71780
79556	机器属性	53970
80940	用工属性	53943
83212	位置	54265
83251	用工属性	53944
72896	位置	54109
91506	属于	54419
64538	客户属性	53721
79724	用工属性	53944
73996	机器属性	53937
88100	对应	94609
85616	位置	85617
87660	处于	54384
78004	用工属性	53958
87068	机器属性	54112
73708	机器属性	53937
85977	位置	53987
53645	备货	95646
81834	所有权	67481
78795	所有权	56455
79571	位置	79572
70342	所有权	66313
78004	机器属性	53937
81765	用工属性	53943
83841	所有权	67138
82630	位置	82631
72608	机器属性	53942
54147	所有权	58077
88960	包含	114306
77069	所有权	67047
70247	机器属性	53937
67964	客户属性	59566
64713	具有	100909
62596	客户属性	53749
83390	机器属性	53937
84749	用工属性	53932
70082	用工属性	53947
68515	具有	104629
84760	机器属性	53937
72627	所有权	68253
64252	具有	99128
82978	机器属性	53937
86621	产生	92591
85646	机器属性	53920
85219	用工属性	53947
77480	具有	88465
80823	机器属性	69295
53659	创建	89479
79092	所有权	59928
81909	机器属性	53937
75244	位置	53736
90278	对应	93723
87104	用工属性	53948
70093	机器属性	53937
